2020-21 Teacher Salaries Report,,,,
District Name,District Code,Salary Totals,Average Salary,FTE Count
Bristol-Plymouth Regional Vocational Technical,08100000,"     $10,058,370","  $94,783",    106.1
Brockton,00440000,"    $101,375,149"," $102,794",    986.2
Brooke Charter School (District),04280000,"     $13,919,417","  $77,671",    179.2
Brookfield,00450000,"      $1,608,613","  $72,788",     22.1
Brookline,00460000,"     $68,241,445"," $101,158",    674.6
Burlington,00480000,"     $31,257,450","  $99,104",    315.4
Cambridge,00490000,"     $74,361,751","  $96,662",    769.3
Canton,00500000,"     $22,903,929","  $93,030",    246.2
Cape Cod Lighthouse Charter (District),04320000,"      $1,794,564","  $99,637",     18.0
Cape Cod Regional Vocational Technical,08150000,"      $5,443,194","  $92,887",     58.6
Carlisle,00510000,"      $6,362,005"," $110,836",     57.4
Carver,00520000,"      $9,448,539","  $73,358",    128.8
Central Berkshire,06350000,"      $9,232,004","  $80,278",    115.0
Chelmsford,00560000,"     $31,266,382","  $82,957",    376.9
Chelsea,00570000,"     $33,421,047","  $80,108",    417.2
Chesterfield-Goshen,06320000,"      $1,035,995","  $79,692",     13.0
Chicopee,00610000,"     $48,888,835","  $83,343",    586.6
Christa McAuliffe Charter Public (District),04180000,"      $2,666,545","  $67,851",     39.3
City on a Hill Charter Public School Circuit Street (District),04370000,"      $1,306,386","  $60,864",     21.5
Clarksburg,00630000,"      $1,118,821","  $77,696",     14.4
Clinton,00640000,"     $11,143,613","  $74,489",    149.6
Codman Academy Charter Public (District),04380000,"      $2,393,871","  $50,789",     47.1
Cohasset,00650000,"     $10,840,801","  $90,946",    119.2
Collegiate Charter School of Lowell (District),35030000,"      $2,670,642","  $56,158",     47.6
Community Charter School of Cambridge (District),04360000,"      $2,545,502","  $84,551",     30.1
Community Day Charter Public School - Gateway (District),04260000,"      $2,340,196","  $57,084",     41.0
Community Day Charter Public School - Prospect (District),04400000,"      $2,387,439","  $55,555",     43.0
Community Day Charter Public School - R. Kingman Webster (District),04310000,"      $2,184,295","  $52,639",     41.5
Concord,00670000,"     $18,533,618"," $108,511",    170.8
Concord-Carlisle,06400000,"     $11,843,143"," $117,960",    100.4
Conservatory Lab Charter (District),04390000,"      $2,724,254","  $97,295",     28.0
Conway,00680000,"      $1,074,780","  $78,451",     13.7
Danvers,00710000,"     $23,334,558","  $92,451",    252.4
Dartmouth,00720000,"     $22,738,042","  $84,371",    269.5
Dedham,00730000,"     $22,261,536","  $96,958",    229.6
Deerfield,00740000,"      $2,258,958","  $61,053",     37.0
Dennis-Yarmouth,06450000,"     $23,886,410","  $88,109",    271.1
Dighton-Rehoboth,06500000,"     $17,483,056","  $82,157",    212.8
Douglas,00770000,"      $6,982,527","  $71,763",     97.3
Dover,00780000,"      $3,842,940","  $98,285",     39.1
Dover-Sherborn,06550000,"     $11,010,867"," $104,766",    105.1
Dracut,00790000,"     $17,000,491","  $73,058",    232.7
Dudley Street Neighborhood Charter School (District),04070000,"      $1,900,746","  $92,719",     20.5
Dudley-Charlton Reg,06580000,"     $21,797,738","  $80,494",    270.8
Duxbury,00820000,"     $19,575,744","  $88,859",    220.3
East Bridgewater,00830000,"     $11,843,019","  $77,557",    152.7
East Longmeadow,00870000,"     $15,845,779","  $76,921",    206.0
Eastham,00850000,"      $2,090,644","  $92,506",     22.6
Easthampton,00860000,"      $8,437,505","  $72,926",    115.7
Easton,00880000,"     $21,415,739","  $86,598",    247.3
Edgartown,00890000,"      $4,205,476","  $96,456",     43.6
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,"      $3,634,474"," $106,039",     34.3
Erving,00910000,"      $1,493,243","  $86,816",     17.2
Essex North Shore Agricultural and Technical School District,08170000,"     $11,713,395","  $89,211",    131.3
Everett,00930000,"     $49,560,097","  $88,232",    561.7
Excel Academy Charter (District),04100000,"      $7,602,812","  $67,158",    113.2
Fairhaven,00940000,"     $10,722,028","  $82,541",    129.9
Fall River,00950000,"     $57,040,698","  $74,117",    769.6
Falmouth,00960000,"     $25,901,892","  $88,493",    292.7
Farmington River Reg,06620000,"        $721,474","  $56,365",     12.8
Fitchburg,00970000,"     $30,084,051","  $80,611",    373.2
Florida,00980000,"        $509,459","  $47,172",     10.8
Four Rivers Charter Public (District),04130000,"      $1,425,900","  $71,581",     19.9
Foxborough,00990000,"     $18,691,446","  $93,364",    200.2
Foxborough Regional Charter (District),04460000,"      $8,115,043","  $63,227",    128.4
Framingham,01000000,"     $68,345,350","  $93,215",    733.2
Francis W. Parker Charter Essential (District),04780000,"      $2,577,758","  $55,541",     46.4
Franklin,01010000,"     $32,424,432","  $83,418",    388.7
Franklin County Regional Vocational Technical,08180000,"      $4,524,338","  $84,409",     53.6
Freetown-Lakeville,06650000,"     $15,504,327","  $77,990",    198.8
Frontier,06700000,"      $3,792,559","  $72,102",     52.6
Gardner,01030000,"     $12,596,458","  $70,926",    177.6
Gateway,06720000,"      $5,080,055","  $67,554",     75.2
Georgetown,01050000,"      $8,187,399","  $79,955",    102.4
Gill-Montague,06740000,"      $5,887,919","  $73,507",     80.1
Global Learning Charter Public (District),04960000,"      $2,633,771","  $61,509",     42.8
Gloucester,01070000,"     $23,092,752","  $86,360",    267.4
Grafton,01100000,"     $19,752,120","  $78,413",    251.9
Granby,01110000,"      $3,697,213","  $58,967",     62.7
Greater Fall River Regional Vocational Technical,08210000,"     $13,040,284"," $100,156",    130.2
Greater Lawrence Regional Vocational Technical,08230000,"     $14,036,382","  $90,557",    155.0
Greater Lowell Regional Vocational Technical,08280000,"     $17,585,474","  $89,676",    196.1
Greater New Bedford Regional Vocational Technical,08250000,"     $16,061,624","  $93,545",    171.7
Greenfield,01140000,"      $8,324,786","  $59,209",    140.6
Groton-Dunstable,06730000,"     $16,150,068","  $84,511",    191.1
Hadley,01170000,"      $3,389,879","  $77,043",     44.0
Halifax,01180000,"      $3,405,790","  $94,605",     36.0
Hamilton-Wenham,06750000,"     $12,497,743","  $92,031",    135.8
Hampden Charter School of Science East (District),04990000,"      $2,532,188","  $56,858",     44.5
Hampden Charter School of Science West (District),35160000,"      $1,559,405","  $47,259",     33.0
Hampden-Wilbraham,06800000,"     $17,506,595","  $78,965",    221.7
Hampshire,06830000,"      $5,380,021","  $74,105",     72.6
Hancock,01210000,"        $500,535","  $67,640",      7.4
Hanover,01220000,"     $17,699,719","  $89,078",    198.7
Harvard,01250000,"      $7,934,789","  $86,248",     92.0
Hatfield,01270000,"      $2,866,831","  $71,137",     40.3
Haverhill,01280000,"     $45,861,438","  $77,182",    594.2
Hawlemont,06850000,"        $789,649","  $76,665",     10.3
Helen Y. Davis Leadership Academy Charter Public (District),04190000,"      $1,421,711","  $86,164",     16.5
Hill View Montessori Charter Public (District),04550000,"      $1,528,087","  $63,670",     24.0
Hilltown Cooperative Charter Public (District),04500000,"      $1,352,913","  $67,815",     20.0
Hingham,01310000,"     $29,708,811","  $99,261",    299.3
Holbrook,01330000,"      $7,261,155","  $75,090",     96.7
Holland,01350000,"      $1,339,221","  $74,817",     17.9
Holliston,01360000,"     $18,184,066","  $87,172",    208.6
Holyoke,01370000,"     $29,659,366","  $72,819",    407.3
Holyoke Community Charter (District),04530000,"      $2,805,869","  $66,020",     42.5
Hoosac Valley Regional,06030000,"      $6,452,828","  $70,600",     91.4
Hopedale,01380000,"      $6,737,149","  $72,755",     92.6
Hopkinton,01390000,"     $27,052,621","  $97,102",    278.6
Hudson,01410000,"     $19,647,503","  $84,324",    233.0
Hull,01420000,"      $7,040,981","  $88,566",     79.5
Innovation Academy Charter (District),04350000,"      $4,184,702","  $66,797",     62.7
Ipswich,01440000,"     $12,891,496","  $83,657",    154.1
KIPP Academy Boston Charter School (District),04630000,"      $2,946,563","  $67,731",     43.5
KIPP Academy Lynn Charter (District),04290000,"      $6,913,386","  $64,648",    106.9
King Philip,06900000,"     $11,275,963","  $84,845",    132.9
Kingston,01450000,"      $5,649,670","  $88,276",     64.0
Lawrence,01490000,"     $83,801,771","  $74,603","  1,123.3"
Lawrence Family Development Charter (District),04540000,"      $3,818,832","  $66,997",     57.0
Learning First Charter Public School (District),04860000,"      $3,174,778","  $84,661",     37.5
Lee,01500000,"      $5,322,081","  $72,409",     73.5
Leicester,01510000,"      $8,015,806","  $79,443",    100.9
Lenox,01520000,"      $6,632,432","  $84,597",     78.4
Leominster,01530000,"     $31,293,361","  $82,721",    378.3
Leverett,01540000,"      $1,077,106","  $72,289",     14.9
Lexington,01550000,"     $58,730,499","  $94,513",    621.4
Libertas Academy Charter School (District),35140000,"      $1,690,450","  $65,022",     26.0
Lincoln,01570000,"     $11,723,269","  $92,894",    126.2
Lincoln-Sudbury,06950000,"     $14,287,204"," $113,571",    125.8
Littleton,01580000,"      $9,530,581","  $81,250",    117.3
Longmeadow,01590000,"     $19,402,811","  $78,586",    246.9
Lowell,01600000,"     $88,396,989","  $80,950","  1,092.0"
Lowell Community Charter Public (District),04560000,"      $4,320,537","  $66,783",     64.7
Lowell Middlesex Academy Charter (District),04580000,"        $743,579"," $106,165",      7.0
Ludlow,01610000,"     $16,262,564","  $73,954",    219.9
Lunenburg,01620000,"      $9,246,816","  $85,067",    108.7
Lynn,01630000,"     $94,658,722","  $82,162","  1,152.1"
Lynnfield,01640000,"     $15,309,449","  $96,529",    158.6
MATCH Charter Public School (District),04690000,"      $7,785,711","  $68,902",    113.0
Malden,01650000,"     $39,473,864","  $83,366",    473.5
Manchester Essex Regional,06980000,"     $11,474,261","  $88,536",    129.6
Mansfield,01670000,"     $27,020,092","  $91,284",    296.0
Map Academy Charter School (District),35170000,"      $1,116,387","  $55,261",     20.2
Marblehead,01680000,"     $21,656,505","  $84,365",    256.7
Marblehead Community Charter Public (District),04640000,"      $1,330,079","  $64,100",     20.8
Marion,01690000,"      $2,895,013","  $88,533",     32.7
Marlborough,01700000,"     $33,937,674","  $85,680",    396.1
Marshfield,01710000,"     $26,840,672","  $80,506",    333.4
Martha's Vineyard,07000000,"      $7,733,332"," $103,664",     74.6
Martha's Vineyard Charter (District),04660000,"      $1,462,002","  $81,267",     18.0
Martin Luther King Jr. Charter School of Excellence (District),04920000,"      $2,359,126","  $59,141",     39.9
Masconomet,07050000,"     $13,818,934"," $107,457",    128.6
Mashpee,01720000,"     $11,369,915","  $79,343",    143.3
Mattapoisett,01730000,"      $3,503,383","  $92,682",     37.8
Maynard,01740000,"      $9,364,721","  $87,603",    106.9
Medfield,01750000,"     $19,913,677","  $99,271",    200.6
Medford,01760000,"     $33,842,913","  $88,179",    383.8
Medway,01770000,"     $12,990,816","  $76,733",    169.3
Melrose,01780000,"     $21,314,707","  $76,369",    279.1
Mendon-Upton,07100000,"     $13,294,373","  $84,948",    156.5
Methuen,01810000,"     $39,006,024","  $79,604",    490.0
Middleborough,01820000,"     $17,710,437","  $77,882",    227.4
Middleton,01840000,"      $5,409,677","  $79,789",     67.8
Milford,01850000,"     $29,485,735","  $87,210",    338.1
Millbury,01860000,"     $10,957,406","  $81,528",    134.4
Millis,01870000,"      $8,727,556","  $89,148",     97.9
Milton,01890000,"     $27,826,821","  $87,644",    317.5
Minuteman Regional Vocational Technical,08300000,"      $7,958,064"," $100,101",     79.5
Mohawk Trail,07170000,"      $5,210,099","  $75,073",     69.4
Monomoy Regional School District,07120000,"     $14,013,595","  $83,663",    167.5
Monson,01910000,"      $5,547,699","  $69,607",     79.7
Montachusett Regional Vocational Technical,08320000,"      $9,936,423","  $92,004",    108.0
Mount Greylock,07150000,"      $8,555,584","  $76,663",    111.6
Mystic Valley Regional Charter (District),04700000,"      $6,990,499","  $73,823",     94.7
Nahant,01960000,"        $752,143","  $65,977",     11.4
Nantucket,01970000,"     $14,557,960","  $94,348",    154.3
Narragansett,07200000,"      $6,690,677","  $67,651",     98.9
Nashoba,07250000,"     $22,447,099","  $84,578",    265.4
Nashoba Valley Regional Vocational Technical,08520000,"      $5,556,160","  $86,545",     64.2
Natick,01980000,"     $36,870,305","  $84,410",    436.8
Nauset,06600000,"     $12,554,967","  $94,540",    132.8
Needham,01990000,"     $41,460,599","  $98,388",    421.4
Neighborhood House Charter (District),04440000,"      $5,185,760","  $67,447",     76.9
New Bedford,02010000,"     $77,632,757","  $78,322",    991.2
New Heights Charter School of Brockton (District),35130000,"      $3,250,143","  $69,787",     46.6
New Salem-Wendell,07280000,"        $958,964","  $76,717",     12.5
Newburyport,02040000,"     $17,075,239","  $89,540",    190.7
Newton,02070000,"    $101,497,172","  $93,031","  1,091.0"
Norfolk,02080000,"      $7,276,225","  $90,726",     80.2
Norfolk County Agricultural,09150000,"      $4,637,936","  $82,673",     56.1
North Adams,02090000,"      $8,213,202","  $67,598",    121.5
North Andover,02110000,"     $26,858,406","  $83,256",    322.6
North Attleborough,02120000,"     $24,304,325","  $83,320",    291.7
North Brookfield,02150000,"      $3,563,556","  $86,494",     41.2
North Middlesex,07350000,"     $18,889,999","  $77,865",    242.6
North Reading,02170000,"     $17,743,087","  $84,051",    211.1
Northampton,02100000,"     $16,543,204","  $70,607",    234.3
Northampton-Smith Vocational Agricultural,04060000,"      $4,038,543","  $70,852",     57.0
Northboro-Southboro,07300000,"     $10,613,652","  $93,677",    113.3
Northborough,02130000,"     $13,441,155","  $97,400",    138.0
Northbridge,02140000,"     $12,543,486","  $76,766",    163.4
Northeast Metropolitan Regional Vocational Technical,08530000,"     $10,805,252","  $92,908",    116.3
Northern Berkshire Regional Vocational Technical,08510000,"      $4,414,776","  $87,421",     50.5
Norton,02180000,"     $15,880,113","  $85,931",    184.8
Norwell,02190000,"     $14,816,124","  $92,140",    160.8
Norwood,02200000,"     $25,521,233","  $85,184",    299.6
Oak Bluffs,02210000,"      $4,346,288","  $92,671",     46.9
Old Colony Regional Vocational Technical,08550000,"      $4,800,838","  $80,014",     60.0
Old Rochester,07400000,"      $7,839,175","  $86,525",     90.6
Old Sturbridge Academy Charter Public School (District),35150000,"      $1,239,022","  $61,951",     20.0
Orange,02230000,"      $2,942,448","  $73,931",     39.8
Orleans,02240000,"      $2,173,179","  $90,549",     24.0
Oxford,02260000,"      $8,657,526","  $74,441",    116.3
Palmer,02270000,"      $8,072,413","  $72,724",    111.0
Pathfinder Regional Vocational Technical,08600000,"      $5,304,109","  $77,432",     68.5
Paulo Freire Social Justice Charter School (District),35010000,"      $1,324,192","  $60,801",     21.8
Peabody,02290000,"     $39,624,748","  $92,538",    428.2
Pelham,02300000,"        $781,357","  $64,046",     12.2
Pembroke,02310000,"     $15,547,592","  $83,589",    186.0
Pentucket,07450000,"     $14,664,542","  $80,930",    181.2
Petersham,02340000,"        $642,495","  $49,423",     13.0
Phoenix Academy Public Charter High School Lawrence (District),35180000,"        $665,424","  $66,542",     10.0
Phoenix Academy Public Charter High School Springfield (District),35080000,"        $859,423"," $113,082",      7.6
Phoenix Charter Academy (District),04930000,"        $777,736","  $62,229",     12.5
Pioneer Charter School of Science (District),04940000,"      $4,317,577","  $59,718",     72.3
Pioneer Charter School of Science II (PCSS-II) (District),35060000,"      $1,999,623","  $56,727",     35.3
Pioneer Valley,07500000,"      $4,107,098","  $67,774",     60.6
Pioneer Valley Chinese Immersion Charter (District),04970000,"      $3,882,372","  $55,744",     69.7
Pioneer Valley Performing Arts Charter Public (District),04790000,"      $2,191,940","  $53,671",     40.8
Pittsfield,02360000,"     $32,608,948","  $67,083",    486.1
Plainville,02380000,"      $3,675,171","  $83,149",     44.2
Plymouth,02390000,"     $49,018,424","  $77,353",    633.7
Plympton,02400000,"      $1,555,936","  $80,618",     19.3
Prospect Hill Academy Charter (District),04870000,"      $7,656,278","  $78,679",     97.3
Quabbin,07530000,"     $11,108,224","  $78,894",    140.8
Quaboag Regional,07780000,"      $6,964,490","  $72,698",     95.8
Quincy,02430000,"     $63,659,452","  $86,353",    737.2
Ralph C Mahar,07550000,"      $3,923,888","  $68,123",     57.6
Randolph,02440000,"     $19,056,171","  $89,718",    212.4
Reading,02460000,"     $26,347,309","  $83,378",    316.0
Revere,02480000,"     $49,933,012","  $88,991",    561.1
Richmond,02490000,"      $1,733,716","  $89,830",     19.3
Rising Tide Charter Public (District),04830000,"      $3,700,080","  $62,620",     59.1
River Valley Charter (District),04820000,"      $1,797,456","  $72,742",     24.7
Rochester,02500000,"      $3,589,699","  $87,341",     41.1
Rockland,02510000,"     $14,218,570","  $81,156",    175.2
Rockport,02520000,"      $7,278,295","  $81,595",     89.2
Rowe,02530000,"        $411,865","  $49,622",      8.3
Roxbury Preparatory Charter (District),04840000,"      $8,424,296","  $70,160",    120.1
Sabis International Charter (District),04410000,"      $5,660,304","  $67,769",     83.5
Salem,02580000,"     $30,700,081","  $94,870",    323.6
Salem Academy Charter (District),04850000,"      $3,033,550","  $69,277",     43.8
Sandwich,02610000,"     $16,567,133","  $79,231",    209.1
Saugus,02620000,"     $16,703,127","  $95,830",    174.3
Savoy,02630000,"        $358,543","  $64,026",      5.6
Scituate,02640000,"     $22,018,561","  $91,325",    241.1
Seekonk,02650000,"     $14,204,209","  $85,671",    165.8
Sharon,02660000,"     $24,638,495"," $100,647",    244.8
Shawsheen Valley Regional Vocational Technical,08710000,"     $13,151,075"," $105,546",    124.6
Sherborn,02690000,"      $3,162,320","  $94,398",     33.5
Shrewsbury,02710000,"     $35,261,106","  $87,977",    400.8
Shutesbury,02720000,"      $1,010,680","  $64,787",     15.6
Silver Lake,07600000,"     $12,383,216","  $92,689",    133.6
Sizer School: A North Central Charter Essential (District),04740000,"      $2,184,229","  $56,491",     38.7
Somerset,02730000,"     $10,589,848","  $85,333",    124.1
Somerset Berkley Regional School District,07630000,"      $5,674,650","  $73,506",     77.2
Somerville,02740000,"     $41,000,926","  $96,677",    424.1
South Hadley,02780000,"     $10,740,495","  $75,637",    142.0
South Middlesex Regional Vocational Technical,08290000,"      $7,376,295","  $88,764",     83.1
South Shore Charter Public (District),04880000,"      $7,708,339","  $77,435",     99.6
South Shore Regional Vocational Technical,08730000,"      $5,334,143","  $88,607",     60.2
Southampton,02750000,"      $3,027,961","  $78,853",     38.4
Southborough,02760000,"     $10,642,165","  $99,181",    107.3
Southbridge,02770000,"     $11,716,272","  $74,721",    156.8
Southeastern Regional Vocational Technical,08720000,"     $11,678,054","  $89,214",    130.9
Southern Berkshire,07650000,"      $5,425,657","  $73,618",     73.7
Southern Worcester County Regional Vocational Technical,08760000,"      $9,480,713","  $86,032",    110.2
Southwick-Tolland-Granville Regional School District,07660000,"      $8,781,874","  $70,424",    124.7
Spencer-E Brookfield,07670000,"      $7,578,909","  $72,595",    104.4
Springfield,02810000,"    $155,184,202","  $74,014","  2,096.7"
Springfield Preparatory Charter School (District),35100000,"      $1,964,820","  $64,569",     30.4
Stoneham,02840000,"     $15,970,355","  $77,040",    207.3
Stoughton,02850000,"     $26,550,116","  $88,471",    300.1
Sturbridge,02870000,"      $5,849,179","  $81,014",     72.2
Sturgis Charter Public (District),04890000,"      $6,830,263","  $75,315",     90.7
Sudbury,02880000,"     $20,269,181"," $100,892",    200.9
Sunderland,02890000,"      $1,484,090","  $64,246",     23.1
Sutton,02900000,"      $8,232,189","  $88,901",     92.6
Swampscott,02910000,"     $15,373,643","  $82,788",    185.7
Swansea,02920000,"     $12,147,516","  $75,077",    161.8
Tantasqua,07700000,"     $11,303,192","  $86,087",    131.3
Taunton,02930000,"     $46,842,415","  $88,182",    531.2
Tewksbury,02950000,"     $21,857,938","  $86,532",    252.6
Tisbury,02960000,"      $3,936,700","  $98,912",     39.8
Topsfield,02980000,"      $5,084,973","  $91,292",     55.7
Tri-County Regional Vocational Technical,08780000,"      $8,289,758","  $93,988",     88.2
Triton,07730000,"     $16,446,092","  $84,556",    194.5
Truro,03000000,"      $1,354,326","  $95,375",     14.2
Tyngsborough,03010000,"     $10,849,615","  $87,356",    124.2
UP Academy Charter School of Boston (District),04800000,"      $2,744,897","  $89,097",     30.8
UP Academy Charter School of Dorchester (District),35050000,"      $4,332,467"," $110,522",     39.2
Up-Island Regional,07740000,"      $4,670,694","  $93,414",     50.0
Upper Cape Cod Regional Vocational Technical,08790000,"      $6,101,750","  $77,532",     78.7
Uxbridge,03040000,"     $10,650,705","  $78,836",    135.1
Veritas Preparatory Charter School (District),04980000,"      $2,521,196","  $78,787",     32.0
Wachusett,07750000,"     $38,556,190","  $85,000",    453.6
Wakefield,03050000,"     $22,785,638","  $85,789",    265.6
Wales,03060000,"        $800,219","  $84,234",      9.5
Walpole,03070000,"     $23,997,894","  $84,948",    282.5
Waltham,03080000,"     $47,079,599","  $93,006",    506.2
Ware,03090000,"      $6,458,928","  $72,900",     88.6
Wareham,03100000,"     $14,744,655","  $85,725",    172.0
Watertown,03140000,"     $22,758,594","  $87,668",    259.6
Wayland,03150000,"     $24,141,190"," $105,651",    228.5
Webster,03160000,"     $10,343,136","  $77,826",    132.9
Wellesley,03170000,"     $42,357,181"," $100,778",    420.3
Wellfleet,03180000,"      $1,131,585","  $74,446",     15.2
West Boylston,03220000,"      $6,872,489","  $79,267",     86.7
West Bridgewater,03230000,"      $7,918,772","  $81,135",     97.6
West Springfield,03320000,"     $24,365,256","  $75,225",    323.9
Westborough,03210000,"     $27,186,397","  $80,888",    336.1
Westfield,03250000,"     $31,064,387","  $75,107",    413.6
Westford,03260000,"     $32,274,546","  $93,549",    345.0
Westhampton,03270000,"        $910,673","  $58,753",     15.5
Weston,03300000,"     $19,906,740"," $110,901",    179.5
Westport,03310000,"      $9,584,069","  $81,636",    117.4
Westwood,03350000,"     $24,115,421","  $99,445",    242.5
Weymouth,03360000,"     $40,726,588","  $95,490",    426.5
Whately,03370000,"        $827,853","  $65,703",     12.6
Whitman-Hanson,07800000,"     $22,051,296","  $89,567",    246.2
Whittier Regional Vocational Technical,08850000,"     $10,139,320","  $95,654",    106.0
Williamsburg,03400000,"      $1,192,998","  $68,959",     17.3
Wilmington,03420000,"     $23,437,337","  $87,160",    268.9
Winchendon,03430000,"      $6,506,371","  $83,522",     77.9
Winchester,03440000,"     $31,188,348","  $89,442",    348.7
Winthrop,03460000,"     $11,547,972","  $76,884",    150.2
Woburn,03470000,"     $32,234,181","  $89,168",    361.5
Worcester,03480000,"    $171,799,156","  $93,339","  1,840.6"
Worthington,03490000,"        $322,221","  $43,543",      7.4
Wrentham,03500000,"      $6,481,188","  $87,348",     74.2
State Totals,00000000,"  $6,461,729,083","  $86,118"," 75,033.2"
