2019-20 Teacher Salaries Report,,,,
District Name,District Code,Salary Totals,Average Salary,FTE Count
Bridge Boston Charter School (District),04170000,"      $2,344,017","  $73,711",     31.8
Bridgewater-Raynham,06250000,"     $29,820,743","  $88,568",    336.7
Brimfield,00430000,"      $2,017,768","  $79,754",     25.3
Bristol County Agricultural,09100000,"      $2,615,403","  $74,301",     35.2
Bristol-Plymouth Regional Vocational Technical,08100000,"      $9,848,246","  $93,242",    105.6
Brockton,00440000,"    $101,393,356","  $98,853","  1,025.7"
Brooke Charter School (District),04280000,"     $13,186,563","  $79,103",    166.7
Brookfield,00450000,"      $1,768,587","  $78,256",     22.6
Brookline,00460000,"     $66,497,541"," $100,041",    664.7
Burlington,00480000,"     $31,354,718"," $100,657",    311.5
Cambridge,00490000,"     $68,760,281","  $94,947",    724.2
Canton,00500000,"     $21,785,975","  $88,417",    246.4
Cape Cod Lighthouse Charter (District),04320000,"      $1,819,105","  $80,456",     22.6
Cape Cod Regional Vocational Technical,08150000,"      $5,222,361","  $89,119",     58.6
Carlisle,00510000,"      $5,755,682"," $104,270",     55.2
Carver,00520000,"      $9,050,631","  $71,209",    127.1
Central Berkshire,06350000,"      $9,626,224","  $78,646",    122.4
Chelmsford,00560000,"     $30,008,538","  $81,214",    369.5
Chelsea,00570000,"     $31,508,729","  $74,843",    421.0
Chesterfield-Goshen,06320000,"      $1,094,093","  $78,150",     14.0
Chicopee,00610000,"     $46,708,928","  $80,297",    581.7
Christa McAuliffe Charter Public (District),04180000,"      $2,694,808","  $72,937",     37.0
City on a Hill Charter Public School Circuit Street (District),04370000,"        $931,194","  $25,935",     35.9
City on a Hill Charter Public School Dudley Square (District),35040000,"        $965,163","  $31,012",     31.1
City on a Hill Charter Public School New Bedford (District),35070000,"        $422,258","  $47,600",      8.9
Clarksburg,00630000,"      $1,093,760","  $76,487",     14.3
Clinton,00640000,"     $10,711,446","  $73,517",    145.7
Codman Academy Charter Public (District),04380000,"      $2,503,313","  $54,717",     45.8
Cohasset,00650000,"     $10,451,607","  $94,670",    110.4
Collegiate Charter School of Lowell (District),35030000,"      $2,395,724","  $50,103",     47.8
Community Charter School of Cambridge (District),04360000,"      $2,584,746","  $75,105",     34.4
Community Day Charter Public School - Gateway (District),04260000,"      $2,191,720","  $49,812",     44.0
Community Day Charter Public School - Prospect (District),04400000,"      $2,231,442","  $57,513",     38.8
Community Day Charter Public School - R. Kingman Webster (District),04310000,"      $1,944,762","  $48,620",     40.0
Concord,00670000,"     $18,777,033"," $107,852",    174.1
Concord-Carlisle,06400000,"     $11,453,783"," $110,665",    103.5
Conservatory Lab Charter (District),04390000,"      $2,718,835","  $99,957",     27.2
Conway,00680000,"        $966,562","  $76,711",     12.6
Danvers,00710000,"     $23,232,527","  $87,538",    265.4
Dartmouth,00720000,"     $22,498,972","  $82,263",    273.5
Dedham,00730000,"     $21,888,036","  $92,785",    235.9
Deerfield,00740000,"      $2,579,727","  $69,347",     37.2
Dennis-Yarmouth,06450000,"     $21,950,994","  $81,000",    271.0
Dighton-Rehoboth,06500000,"     $17,568,494","  $79,966",    219.7
Douglas,00770000,"      $7,075,010","  $70,821",     99.9
Dover,00780000,"      $3,763,108","  $93,146",     40.4
Dover-Sherborn,06550000,"     $10,648,707"," $102,886",    103.5
Dracut,00790000,"     $16,196,707","  $72,274",    224.1
Dudley Street Neighborhood Charter School (District),04070000,"      $1,761,911","  $88,096",     20.0
Dudley-Charlton Reg,06580000,"     $21,528,247","  $76,341",    282.0
Duxbury,00820000,"     $19,606,021","  $88,595",    221.3
East Bridgewater,00830000,"     $11,717,567","  $76,336",    153.5
East Longmeadow,00870000,"     $16,191,607","  $77,472",    209.0
Eastham,00850000,"      $1,951,119","  $93,804",     20.8
Easthampton,00860000,"      $8,158,162","  $69,967",    116.6
Easton,00880000,"     $21,530,332","  $83,580",    257.6
Edgartown,00890000,"      $4,135,762","  $94,640",     43.7
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,"      $3,523,772","  $95,775",     36.8
Erving,00910000,"      $1,410,673","  $73,473",     19.2
Essex North Shore Agricultural and Technical School District,08170000,"     $10,638,303","  $85,243",    124.8
Everett,00930000,"     $48,482,790","  $88,022",    550.8
Excel Academy Charter (District),04100000,"      $7,454,830","  $64,318",    115.9
Fairhaven,00940000,"     $10,604,503","  $72,634",    146.0
Fall River,00950000,"     $57,335,971","  $80,994",    707.9
Falmouth,00960000,"     $23,832,373","  $82,608",    288.5
Farmington River Reg,06620000,"        $607,990","  $49,835",     12.2
Fitchburg,00970000,"     $29,360,372","  $77,102",    380.8
Florida,00980000,"        $677,101","  $62,695",     10.8
Four Rivers Charter Public (District),04130000,"      $1,432,375","  $70,679",     20.3
Foxborough,00990000,"     $18,747,229","  $91,495",    204.9
Foxborough Regional Charter (District),04460000,"      $7,498,741","  $56,391",    133.0
Framingham,01000000,"     $67,220,425","  $95,592",    703.2
Francis W. Parker Charter Essential (District),04780000,"      $2,406,001","  $52,592",     45.8
Franklin,01010000,"     $31,791,470","  $80,587",    394.5
Franklin County Regional Vocational Technical,08180000,"      $4,370,401","  $84,698",     51.6
Freetown-Lakeville,06650000,"     $15,364,438","  $76,861",    199.9
Frontier,06700000,"      $3,741,616","  $71,541",     52.3
Gardner,01030000,"     $12,592,604","  $72,538",    173.6
Gateway,06720000,"      $5,208,312","  $64,063",     81.3
Georgetown,01050000,"      $8,187,968","  $76,309",    107.3
Gill-Montague,06740000,"      $5,621,004","  $65,437",     85.9
Global Learning Charter Public (District),04960000,"      $2,553,888","  $59,390",     43.0
Gloucester,01070000,"     $21,521,041","  $85,198",    252.6
Grafton,01100000,"     $18,162,214","  $76,344",    237.9
Granby,01110000,"      $3,758,318","  $62,224",     60.4
Greater Fall River Regional Vocational Technical,08210000,"     $12,534,697","  $94,246",    133.0
Greater Lawrence Regional Vocational Technical,08230000,"     $13,412,438","  $88,589",    151.4
Greater Lowell Regional Vocational Technical,08280000,"     $17,365,570","  $90,919",    191.0
Greater New Bedford Regional Vocational Technical,08250000,"     $16,641,758","  $95,697",    173.9
Greenfield,01140000,"     $10,571,241","  $68,689",    153.9
Groton-Dunstable,06730000,"     $15,381,663","  $83,460",    184.3
Hadley,01170000,"      $3,470,797","  $69,416",     50.0
Halifax,01180000,"      $3,343,709","  $95,535",     35.0
Hamilton-Wenham,06750000,"     $12,621,610","  $86,096",    146.6
Hampden Charter School of Science East (District),04990000,"      $2,286,728","  $53,203",     43.0
Hampden Charter School of Science West (District),35160000,"      $1,179,592","  $45,899",     25.7
Hampden-Wilbraham,06800000,"     $17,392,840","  $82,197",    211.6
Hampshire,06830000,"      $5,284,118","  $70,833",     74.6
Hancock,01210000,"        $488,262","  $54,251",      9.0
Hanover,01220000,"     $17,426,505","  $89,689",    194.3
Harvard,01250000,"      $8,623,611","  $93,735",     92.0
Hatfield,01270000,"      $2,775,821","  $66,566",     41.7
Haverhill,01280000,"     $44,490,768","  $74,287",    598.9
Hawlemont,06850000,"        $995,952","  $82,996",     12.0
Helen Y. Davis Leadership Academy Charter Public (District),04190000,"      $1,533,249","  $73,012",     21.0
Hill View Montessori Charter Public (District),04550000,"      $1,318,552","  $59,934",     22.0
Hilltown Cooperative Charter Public (District),04500000,"      $1,299,349","  $63,538",     20.5
Hingham,01310000,"     $29,164,434","  $97,280",    299.8
Holbrook,01330000,"      $6,930,414","  $74,601",     92.9
Holland,01350000,"      $1,308,017","  $79,757",     16.4
Holliston,01360000,"     $18,036,414","  $84,877",    212.5
Holyoke,01370000,"     $28,333,319","  $71,621",    395.6
Holyoke Community Charter (District),04530000,"      $2,772,767","  $64,483",     43.0
Hoosac Valley Regional,06030000,"      $7,044,317","  $81,911",     86.0
Hopedale,01380000,"      $6,872,184","  $70,701",     97.2
Hopkinton,01390000,"     $25,141,830","  $93,778",    268.1
Hudson,01410000,"     $18,565,504","  $81,072",    229.0
Hull,01420000,"      $6,881,656","  $83,820",     82.1
Innovation Academy Charter (District),04350000,"      $4,267,724","  $60,438",     70.6
Ipswich,01440000,"     $12,348,077","  $79,104",    156.1
KIPP Academy Boston Charter School (District),04630000,"      $2,881,481","  $70,628",     40.8
KIPP Academy Lynn Charter (District),04290000,"      $7,041,107","  $67,023",    105.1
King Philip,06900000,"     $10,754,916","  $79,197",    135.8
Kingston,01450000,"      $5,528,984","  $81,070",     68.2
Lawrence,01490000,"     $77,864,114","  $69,596","  1,118.8"
Lawrence Family Development Charter (District),04540000,"      $3,899,997","  $63,750",     61.2
Lee,01500000,"      $4,880,813","  $68,551",     71.2
Leicester,01510000,"      $8,698,884","  $82,768",    105.1
Lenox,01520000,"      $6,333,374","  $79,665",     79.5
Leominster,01530000,"     $33,152,962","  $75,588",    438.6
Leverett,01540000,"      $1,011,608","  $59,858",     16.9
Lexington,01550000,"     $57,108,214","  $92,678",    616.2
Libertas Academy Charter School (District),35140000,"      $1,447,408","  $66,407",     21.8
Lincoln,01570000,"     $11,228,180","  $93,180",    120.5
Lincoln-Sudbury,06950000,"     $13,883,802"," $107,460",    129.2
Littleton,01580000,"      $9,519,469","  $78,543",    121.2
Longmeadow,01590000,"     $18,969,545","  $77,808",    243.8
Lowell,01600000,"     $84,432,261","  $78,200","  1,079.7"
Lowell Community Charter Public (District),04560000,"      $4,711,951","  $71,982",     65.5
Lowell Middlesex Academy Charter (District),04580000,"        $806,787","  $94,916",      8.5
Ludlow,01610000,"     $17,057,839","  $73,780",    231.2
Lunenburg,01620000,"      $8,920,016","  $83,054",    107.4
Lynn,01630000,"     $93,310,156","  $79,555","  1,172.9"
Lynnfield,01640000,"     $15,196,481","  $93,517",    162.5
MATCH Charter Public School (District),04690000,"      $7,951,214","  $69,315",    114.7
Malden,01650000,"     $40,103,449","  $84,785",    473.0
Manchester Essex Regional,06980000,"     $11,330,275","  $86,227",    131.4
Mansfield,01670000,"     $26,817,649","  $89,125",    300.9
Map Academy Charter School (District),35170000,"        $810,940","  $85,362",      9.5
Marblehead,01680000,"     $21,360,752","  $83,051",    257.2
Marblehead Community Charter Public (District),04640000,"      $1,322,190","  $57,487",     23.0
Marion,01690000,"      $3,177,389","  $97,766",     32.5
Marlborough,01700000,"     $31,954,351","  $82,442",    387.6
Marshfield,01710000,"     $25,888,578","  $79,755",    324.6
Martha's Vineyard,07000000,"      $7,351,893","  $97,895",     75.1
Martha's Vineyard Charter (District),04660000,"      $1,627,129","  $87,292",     18.6
Martin Luther King Jr. Charter School of Excellence (District),04920000,"      $2,522,499","  $70,368",     35.9
Masconomet,07050000,"     $13,414,616"," $101,319",    132.4
Mashpee,01720000,"     $10,984,363","  $78,685",    139.6
Mattapoisett,01730000,"      $3,381,549","  $91,147",     37.1
Maynard,01740000,"      $9,326,836","  $83,424",    111.8
Medfield,01750000,"     $19,363,750","  $98,997",    195.6
Medford,01760000,"     $34,536,308","  $86,949",    397.2
Medway,01770000,"     $13,193,043","  $82,251",    160.4
Melrose,01780000,"     $18,906,000","  $69,025",    273.9
Mendon-Upton,07100000,"     $13,473,622","  $86,148",    156.4
Methuen,01810000,"     $39,065,358","  $78,476",    497.8
Middleborough,01820000,"     $17,086,827","  $78,416",    217.9
Middleton,01840000,"      $5,061,753","  $77,754",     65.1
Milford,01850000,"     $28,670,097","  $84,923",    337.6
Millbury,01860000,"     $11,012,064","  $83,615",    131.7
Millis,01870000,"      $8,592,634","  $91,704",     93.7
Milton,01890000,"     $26,863,007","  $86,571",    310.3
Minuteman Regional Vocational Technical,08300000,"      $8,067,636"," $104,099",     77.5
Mohawk Trail,07170000,"      $5,725,900","  $72,849",     78.6
Monomoy Regional School District,07120000,"     $13,524,530","  $80,027",    169.0
Monson,01910000,"      $5,209,659","  $64,317",     81.0
Montachusett Regional Vocational Technical,08320000,"      $9,959,340","  $85,856",    116.0
Mount Greylock,07150000,"      $7,775,496","  $73,492",    105.8
Mystic Valley Regional Charter (District),04700000,"      $6,090,114","  $59,613",    102.2
Nahant,01960000,"        $753,403","  $78,479",      9.6
Nantucket,01970000,"     $14,151,500","  $96,400",    146.8
Narragansett,07200000,"      $6,845,854","  $68,186",    100.4
Nashoba,07250000,"     $22,509,000","  $85,068",    264.6
Nashoba Valley Regional Vocational Technical,08520000,"      $5,499,707","  $84,611",     65.0
Natick,01980000,"     $35,114,259","  $81,434",    431.2
Nauset,06600000,"     $12,356,259","  $90,588",    136.4
Needham,01990000,"     $39,349,875","  $92,960",    423.3
Neighborhood House Charter (District),04440000,"      $4,608,637","  $71,395",     64.6
New Bedford,02010000,"     $74,123,951","  $77,349",    958.3
New Heights Charter School of Brockton (District),35130000,"      $2,386,253","  $57,098",     41.8
New Salem-Wendell,07280000,"        $894,177","  $65,268",     13.7
Newburyport,02040000,"     $16,415,031","  $84,050",    195.3
Newton,02070000,"     $96,521,591","  $88,804","  1,086.9"
Norfolk,02080000,"      $6,912,539","  $87,500",     79.0
Norfolk County Agricultural,09150000,"      $4,424,290","  $78,864",     56.1
North Adams,02090000,"      $8,336,360","  $64,473",    129.3
North Andover,02110000,"     $25,754,332","  $81,527",    315.9
North Attleborough,02120000,"     $23,268,883","  $81,559",    285.3
North Brookfield,02150000,"      $2,912,049","  $63,582",     45.8
North Middlesex,07350000,"     $18,571,164","  $75,065",    247.4
North Reading,02170000,"     $16,904,268","  $81,584",    207.2
Northampton,02100000,"     $15,382,729","  $65,209",    235.9
Northampton-Smith Vocational Agricultural,04060000,"      $3,789,165","  $67,664",     56.0
Northboro-Southboro,07300000,"     $10,540,890","  $91,342",    115.4
Northborough,02130000,"     $12,790,250","  $98,843",    129.4
Northbridge,02140000,"     $11,895,607","  $74,441",    159.8
Northeast Metropolitan Regional Vocational Technical,08530000,"     $11,099,128","  $92,802",    119.6
Northern Berkshire Regional Vocational Technical,08510000,"      $4,187,345","  $83,580",     50.1
Norton,02180000,"     $14,743,570","  $87,137",    169.2
Norwell,02190000,"     $14,632,947","  $88,792",    164.8
Norwood,02200000,"     $24,784,035","  $88,388",    280.4
Oak Bluffs,02210000,"      $4,440,119","  $89,881",     49.4
Old Colony Regional Vocational Technical,08550000,"      $4,502,669","  $75,044",     60.0
Old Rochester,07400000,"      $7,900,996","  $87,789",     90.0
Old Sturbridge Academy Charter Public School (District),35150000,"        $971,612","  $60,424",     16.1
Orange,02230000,"      $2,724,623","  $63,958",     42.6
Orleans,02240000,"      $2,127,382","  $93,717",     22.7
Oxford,02260000,"      $8,605,419","  $70,478",    122.1
Palmer,02270000,"      $8,416,806","  $69,965",    120.3
Pathfinder Regional Vocational Technical,08600000,"      $5,508,043","  $73,441",     75.0
Paulo Freire Social Justice Charter School (District),35010000,"      $1,249,338","  $52,493",     23.8
Peabody,02290000,"     $38,300,123","  $85,244",    449.3
Pelham,02300000,"        $854,764","  $70,063",     12.2
Pembroke,02310000,"     $16,491,238","  $86,750",    190.1
Pentucket,07450000,"     $14,701,443","  $75,431",    194.9
Petersham,02340000,"        $510,198","  $39,246",     13.0
Phoenix Academy Public Charter High School Lawrence (District),35180000,"        $815,525","  $61,815",     13.2
Phoenix Academy Public Charter High School Springfield (District),35080000,"        $769,775","  $64,169",     12.0
Phoenix Charter Academy (District),04930000,"        $825,886","  $52,945",     15.6
Pioneer Charter School of Science (District),04940000,"      $3,814,576","  $52,140",     73.2
Pioneer Charter School of Science II (PCSS-II) (District),35060000,"      $1,778,893","  $49,829",     35.7
Pioneer Valley,07500000,"      $4,064,108","  $67,962",     59.8
Pioneer Valley Chinese Immersion Charter (District),04970000,"      $4,199,929","  $57,436",     73.1
Pioneer Valley Performing Arts Charter Public (District),04790000,"      $2,183,219","  $49,966",     43.7
Pittsfield,02360000,"     $32,208,324","  $65,584",    491.1
Plainville,02380000,"      $4,285,522","  $82,414",     52.0
Plymouth,02390000,"     $48,212,863","  $76,082",    633.7
Plympton,02400000,"      $1,505,634","  $87,031",     17.3
Prospect Hill Academy Charter (District),04870000,"      $7,009,315","  $70,555",     99.4
Quabbin,07530000,"     $10,675,757","  $75,181",    142.0
Quaboag Regional,07780000,"      $6,670,329","  $66,770",     99.9
Quincy,02430000,"     $61,389,577","  $86,635",    708.6
Ralph C Mahar,07550000,"      $4,201,165","  $66,369",     63.3
Randolph,02440000,"     $20,221,083","  $81,340",    248.6
Reading,02460000,"     $25,614,679","  $81,265",    315.2
Revere,02480000,"     $48,457,924","  $85,089",    569.5
Richmond,02490000,"      $1,476,386","  $73,452",     20.1
Rising Tide Charter Public (District),04830000,"      $3,504,808","  $75,863",     46.2
River Valley Charter (District),04820000,"      $1,587,837","  $72,570",     21.9
Rochester,02500000,"      $3,458,896","  $91,748",     37.7
Rockland,02510000,"     $12,697,280","  $71,980",    176.4
Rockport,02520000,"      $7,111,703","  $78,931",     90.1
Rowe,02530000,"        $581,667","  $70,080",      8.3
Roxbury Preparatory Charter (District),04840000,"      $7,455,058","  $59,888",    124.5
Sabis International Charter (District),04410000,"      $5,485,792","  $64,078",     85.6
Salem,02580000,"     $32,088,783","  $97,534",    329.0
Salem Academy Charter (District),04850000,"      $3,021,595","  $64,880",     46.6
Sandwich,02610000,"     $16,254,709","  $81,355",    199.8
Saugus,02620000,"     $16,523,950","  $78,350",    210.9
Savoy,02630000,"        $292,547","  $45,007",      6.5
Scituate,02640000,"     $21,913,739","  $89,590",    244.6
Seekonk,02650000,"     $13,362,917","  $82,640",    161.7
Seven Hills Charter Public (District),04860000,"      $3,197,765","  $89,448",     35.8
Sharon,02660000,"     $25,428,551","  $94,777",    268.3
Shawsheen Valley Regional Vocational Technical,08710000,"     $12,652,436","  $99,469",    127.2
Sherborn,02690000,"      $3,292,996","  $98,593",     33.4
Shrewsbury,02710000,"     $34,279,957","  $82,305",    416.5
Shutesbury,02720000,"      $1,023,856","  $64,393",     15.9
Silver Lake,07600000,"     $12,319,838","  $90,720",    135.8
Sizer School: A North Central Charter Essential (District),04740000,"      $2,135,693","  $53,813",     39.7
Somerset,02730000,"     $10,384,643","  $79,515",    130.6
Somerset Berkley Regional School District,07630000,"      $6,405,495","  $79,473",     80.6
Somerville,02740000,"     $39,688,185","  $89,167",    445.1
South Hadley,02780000,"     $10,656,514","  $71,955",    148.1
South Middlesex Regional Vocational Technical,08290000,"      $6,998,134","  $86,290",     81.1
South Shore Charter Public (District),04880000,"      $6,707,499","  $72,005",     93.2
South Shore Regional Vocational Technical,08730000,"      $5,379,145","  $84,445",     63.7
Southampton,02750000,"      $2,880,053","  $75,001",     38.4
Southborough,02760000,"     $10,661,889"," $100,869",    105.7
Southbridge,02770000,"     $11,215,546","  $69,792",    160.7
Southeastern Regional Vocational Technical,08720000,"     $11,763,043","  $85,674",    137.3
Southern Berkshire,07650000,"      $5,687,917","  $73,965",     76.9
Southern Worcester County Regional Vocational Technical,08760000,"      $8,936,350","  $79,789",    112.0
Southwick-Tolland-Granville Regional School District,07660000,"      $8,645,780","  $67,810",    127.5
Spencer-E Brookfield,07670000,"      $7,632,170","  $68,084",    112.1
Springfield,02810000,"    $144,557,274","  $70,854","  2,040.2"
Springfield Preparatory Charter School (District),35100000,"      $1,644,300","  $63,000",     26.1
Stoneham,02840000,"     $15,512,883","  $78,626",    197.3
Stoughton,02850000,"     $26,524,991","  $87,196",    304.2
Sturbridge,02870000,"      $5,755,605","  $82,814",     69.5
Sturgis Charter Public (District),04890000,"      $6,680,080","  $74,865",     89.2
Sudbury,02880000,"     $19,713,967"," $100,633",    195.9
Sunderland,02890000,"      $1,455,651","  $66,773",     21.8
Sutton,02900000,"      $8,109,941","  $80,456",    100.8
Swampscott,02910000,"     $15,019,329","  $81,317",    184.7
Swansea,02920000,"     $11,899,409","  $74,792",    159.1
Tantasqua,07700000,"     $11,329,541","  $82,637",    137.1
Taunton,02930000,"     $45,035,413","  $83,245",    541.0
Tewksbury,02950000,"     $20,843,655","  $79,769",    261.3
Tisbury,02960000,"      $3,683,043","  $95,913",     38.4
Topsfield,02980000,"      $4,773,912","  $86,016",     55.5
Tri-County Regional Vocational Technical,08780000,"      $8,356,997","  $92,139",     90.7
Triton,07730000,"     $16,403,301","  $84,033",    195.2
Truro,03000000,"      $1,320,344","  $84,098",     15.7
Tyngsborough,03010000,"     $10,701,481","  $83,540",    128.1
UP Academy Charter School of Boston (District),04800000,"      $3,023,959","  $73,977",     40.9
UP Academy Charter School of Dorchester (District),35050000,"      $4,136,159","  $81,324",     50.9
Up-Island Regional,07740000,"      $4,639,018","  $88,700",     52.3
Upper Cape Cod Regional Vocational Technical,08790000,"      $6,076,711","  $76,629",     79.3
Uxbridge,03040000,"      $9,979,239","  $76,704",    130.1
Veritas Preparatory Charter School (District),04980000,"      $2,467,031","  $72,560",     34.0
Wachusett,07750000,"     $37,684,439","  $83,930",    449.0
Wakefield,03050000,"     $21,993,832","  $83,373",    263.8
Wales,03060000,"        $863,499","  $83,029",     10.4
Walpole,03070000,"     $24,261,607","  $83,747",    289.7
Waltham,03080000,"     $45,293,802","  $85,508",    529.7
Ware,03090000,"      $6,345,819","  $67,010",     94.7
Wareham,03100000,"     $14,674,467","  $79,709",    184.1
Watertown,03140000,"     $22,533,473","  $83,861",    268.7
Wayland,03150000,"     $22,586,130"," $102,292",    220.8
Webster,03160000,"     $10,297,537","  $73,923",    139.3
Wellesley,03170000,"     $39,912,877"," $101,508",    393.2
Wellfleet,03180000,"      $1,055,322","  $94,225",     11.2
West Boylston,03220000,"      $6,733,028","  $81,612",     82.5
West Bridgewater,03230000,"      $7,306,334","  $79,590",     91.8
West Springfield,03320000,"     $23,926,068","  $72,990",    327.8
Westborough,03210000,"     $27,573,006","  $83,176",    331.5
Westfield,03250000,"     $31,645,720","  $73,578",    430.1
Westford,03260000,"     $32,207,894","  $88,289",    364.8
Westhampton,03270000,"        $956,020","  $65,481",     14.6
Weston,03300000,"     $19,115,143"," $105,960",    180.4
Westport,03310000,"      $9,460,609","  $83,280",    113.6
Westwood,03350000,"     $24,123,358","  $99,642",    242.1
Weymouth,03360000,"     $36,178,090","  $80,324",    450.4
Whately,03370000,"        $825,546","  $66,576",     12.4
Whitman-Hanson,07800000,"     $20,859,789","  $86,197",    242.0
Whittier Regional Vocational Technical,08850000,"     $10,192,769","  $89,567",    113.8
Williamsburg,03400000,"      $1,137,608","  $68,120",     16.7
Wilmington,03420000,"     $23,059,212","  $84,590",    272.6
Winchendon,03430000,"      $7,135,255","  $80,990",     88.1
Winchester,03440000,"     $30,611,902","  $85,916",    356.3
Winthrop,03460000,"     $11,307,947","  $75,638",    149.5
Woburn,03470000,"     $30,879,774","  $84,510",    365.4
Worcester,03480000,"    $164,224,420","  $86,937","  1,889.0"
Worthington,03490000,"        $440,385","  $59,511",      7.4
Wrentham,03500000,"      $6,276,325","  $79,750",     78.7
State Totals,00000000,"  $6,275,321,899","  $83,586"," 75,076.2"
