2019Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Ashburnham-Westminster,06100000,"          $30,529,738.18","           2,356.7","              $12,954.44","          $32,017,603.25","           2,438.3","              $13,131.12",
Ashland,00140000,"          $38,910,976.10","           2,853.3","              $13,637.18","          $42,577,729.17","           2,936.1","              $14,501.46",
Assabet Valley Regional Vocational Technical,08010000,"          $23,329,863.00","           1,129.2","              $20,660.52","          $23,366,767.00","           1,130.2","              $20,674.90",
Athol-Royalston,06150000,"          $21,646,613.77","           1,475.2","              $14,673.68","          $26,422,635.50","           1,853.3","              $14,257.07",
Atlantis Charter (District),04910000,"          $17,034,567.00","           1,287.8","              $13,227.65","          $17,034,567.00","           1,287.8","              $13,227.65",
Attleboro,00160000,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",
Auburn,00170000,"          $35,683,527.01","           2,638.9","              $13,522.12","          $37,120,391.37","           2,693.7","              $13,780.45",
Avon,00180000,"          $11,639,584.00",             721.5,"              $16,132.48","          $12,781,279.00",             742.4,"              $17,216.16",
Ayer Shirley School District,06160000,"          $25,584,103.57","           1,710.3","              $14,958.84","          $30,063,189.51","           1,942.3","              $15,478.14",
Barnstable,00200000,"          $81,595,675.40","           4,770.6","              $17,103.86","          $93,041,052.29","           5,572.5","              $16,696.47",
Barnstable Community Horace Mann Charter Public (District),04270000,"           $3,972,296.00",             288.0,"              $13,794.29","           $3,972,296.00",             288.0,"              $13,794.29",
Baystate Academy Charter Public School (District),35020000,"           $7,815,903.16",             488.8,"              $15,988.67","           $7,815,903.16",             488.8,"              $15,988.67",
Bedford,00230000,"          $48,611,869.60","           2,652.8","              $18,324.74","          $54,096,545.03","           2,715.0","              $19,925.06",
Belchertown,00240000,"          $31,897,507.55","           2,275.7","              $14,016.57","          $35,352,573.74","           2,467.7","              $14,326.12",
Bellingham,00250000,"          $36,221,824.79","           2,221.1","              $16,308.06","          $41,553,163.72","           2,445.8","              $16,989.60",
Belmont,00260000,"          $61,722,257.00","           4,613.2","              $13,379.49","          $70,137,376.00","           4,732.5","              $14,820.36",
Benjamin Banneker Charter Public (District),04200000,"           $8,033,370.00",             350.0,"              $22,954.45","           $8,033,370.00",             350.0,"              $22,954.45",
Benjamin Franklin Classical Charter Public (District),04470000,"           $6,988,629.01",             457.9,"              $15,263.35","           $6,988,629.01",             457.9,"              $15,263.35",
Bentley Academy Charter School (District),35110000,"           $4,590,068.65",             334.6,"              $13,716.46","           $4,590,068.65",             334.6,"              $13,716.46",
Berkley,00270000,"          $10,904,172.25",             892.5,"              $12,217.56","          $11,347,799.25",             905.4,"              $12,533.47",
Berkshire Arts and Technology Charter Public (District),04140000,"           $6,343,118.59",             369.4,"              $17,169.55","           $6,343,118.59",             369.4,"              $17,169.55",
Berkshire Hills,06180000,"          $26,907,389.16","           1,197.9","              $22,462.13","          $28,934,800.16","           1,319.6","              $21,926.95",
Berlin,00280000,"           $3,931,635.00",             178.5,"              $22,025.97","           $4,021,775.00",             183.9,"              $21,869.36",
Berlin-Boylston,06200000,"           $8,525,877.00",             580.9,"              $14,677.01","          $10,140,409.40",             625.9,"              $16,201.33",
Beverly,00300000,"          $62,601,953.21","           4,612.4","              $13,572.53","          $71,714,569.38","           4,809.0","              $14,912.57",
Billerica,00310000,"          $79,411,570.00","           4,782.4","              $16,604.96","          $86,305,246.00","           5,023.9","              $17,178.93",
Blackstone Valley Regional Vocational Technical,08050000,"          $24,931,775.02","           1,240.1","              $20,104.65","          $24,931,775.02","           1,240.1","              $20,104.65",
Blackstone-Millville,06220000,"          $22,845,115.84","           1,725.2","              $13,242.01","          $25,550,989.84","           1,851.3","              $13,801.65",
Blue Hills Regional Vocational Technical,08060000,"          $21,016,283.13",             859.5,"              $24,451.75","          $21,016,283.13",             859.5,"              $24,451.75",
Boston,00350000,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",
Boston Collegiate Charter (District),04490000,"          $14,080,719.32",             698.7,"              $20,152.45","          $14,080,719.32",             698.7,"              $20,152.45",
Boston Day and Evening Academy Charter (District),04240000,"           $7,434,829.12",             387.4,"              $19,193.57","           $7,434,829.12",             387.4,"              $19,193.57",
Boston Green Academy Horace Mann Charter School (District),04110000,"           $7,747,679.43",             463.6,"              $16,710.59","           $7,747,679.43",             463.6,"              $16,710.59",
Boston Preparatory Charter Public (District),04160000,"          $11,548,735.42",             526.3,"              $21,942.42","          $11,548,735.42",             526.3,"              $21,942.42",
Boston Renaissance Charter Public (District),04810000,"          $20,531,117.00",             945.4,"              $21,718.01","          $20,531,117.00",             945.4,"              $21,718.01",
Bourne,00360000,"          $31,071,354.62","           1,943.4","              $15,988.14","          $36,231,140.62","           2,253.2","              $16,079.86",
Boxford,00380000,"          $13,779,964.00",             727.0,"              $18,954.56","          $14,443,245.00",             736.4,"              $19,613.31",
Boylston,00390000,"           $4,124,091.00",             285.5,"              $14,445.15","           $4,784,888.68",             315.3,"              $15,175.67",
Braintree,00400000,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",
Brewster,00410000,"          $10,008,972.00",             472.3,"              $21,191.98","          $10,605,962.00",             504.9,"              $21,006.06",
Bridge Boston Charter School (District),04170000,"           $7,849,388.00",             334.4,"              $23,471.65","           $7,849,388.00",             334.4,"              $23,471.65",
Bridgewater-Raynham,06250000,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",
Brimfield,00430000,"           $4,344,351.00",             294.7,"              $14,741.61","           $4,856,663.00",             304.4,"              $15,954.87",
Bristol County Agricultural,09100000,"          $12,399,742.40",             450.3,"              $27,536.63","          $12,399,742.40",             450.3,"              $27,536.63",
Bristol-Plymouth Regional Vocational Technical,08100000,"          $25,076,215.32","           1,289.6","              $19,444.96","          $25,151,441.32","           1,304.3","              $19,283.48",
Brockton,00440000,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",
Brooke Charter School (District),04280000,"          $37,696,437.47","           1,844.8","              $20,434.44","          $37,696,437.47","           1,844.8","              $20,434.44",
Brookfield,00450000,"           $3,950,799.00",             318.4,"              $12,408.29","           $4,239,249.00",             325.9,"              $13,007.82",
Brookline,00460000,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",
Burlington,00480000,"          $71,076,670.36","           3,531.1","              $20,128.76","          $80,497,849.04","           3,650.5","              $22,051.18",
Cambridge,00490000,"         $196,730,109.39","           7,063.1","              $27,853.22","         $230,271,785.03","           7,741.4","              $29,745.50",
Canton,00500000,"          $52,818,900.90","           3,298.5","              $16,013.01","          $59,072,430.90","           3,378.3","              $17,485.85",
Cape Cod Lighthouse Charter (District),04320000,"           $4,406,910.95",             242.1,"              $18,205.86","           $4,406,910.95",             242.1,"              $18,205.86",
Cape Cod Regional Vocational Technical,08150000,"          $16,096,126.07",             569.4,"              $28,268.57","          $16,118,424.07",             573.4,"              $28,110.26",
Carlisle,00510000,"          $12,373,801.08",             601.8,"              $20,561.32","          $13,349,656.95",             614.8,"              $21,713.82",
Carver,00520000,"          $23,588,608.87","           1,565.2","              $15,070.67","          $25,995,815.63","           1,652.4","              $15,732.16",
Central Berkshire,06350000,"          $26,456,827.72","           1,595.9","              $16,578.00","          $29,284,881.72","           1,826.2","              $16,035.97",
Chelmsford,00560000,"          $72,549,337.57","           5,011.3","              $14,477.15","          $82,455,051.45","           5,273.2","              $15,636.63",
Chelsea,00570000,"          $89,492,256.55","           6,063.0","              $14,760.39","         $116,549,314.68","           7,211.2","              $16,162.26",
Chesterfield-Goshen,06320000,"           $2,452,025.00",             129.0,"              $19,007.95","           $2,597,758.00",             145.0,"              $17,915.57",
Chicopee,00610000,"         $113,712,185.40","           7,433.2","              $15,297.88","         $121,204,949.74","           7,956.7","              $15,233.07",
Christa McAuliffe Charter Public (District),04180000,"           $7,238,839.00",             393.6,"              $18,392.76","           $7,238,839.00",             393.6,"              $18,392.76",
City on a Hill Charter Public School Circuit Street (District),04370000,"           $7,868,791.59",             257.8,"              $30,520.49","           $7,868,791.59",             257.8,"              $30,520.49",
City on a Hill Charter Public School Dudley Square (District),35040000,"           $5,355,886.86",             243.8,"              $21,969.26","           $5,355,886.86",             243.8,"              $21,969.26",
City on a Hill Charter Public School New Bedford (District),35070000,"           $4,937,419.09",             208.3,"              $23,699.99","           $4,937,419.09",             208.3,"              $23,699.99",
Clarksburg,00630000,"           $2,792,381.03",             183.7,"              $15,200.77","           $3,479,548.61",             242.8,"              $14,330.93",
Clinton,00640000,"          $25,315,827.82","           1,861.1","              $13,602.62","          $31,622,700.96","           2,175.3","              $14,537.17",
Codman Academy Charter Public (District),04380000,"           $8,175,206.08",             344.5,"              $23,730.64","           $8,175,206.08",             344.5,"              $23,730.64",
Cohasset,00650000,"          $26,104,809.81","           1,547.3","              $16,871.20","          $28,096,564.75","           1,574.6","              $17,843.62",
Collegiate Charter School of Lowell (District),35030000,"           $9,039,483.65",             842.8,"              $10,725.03","           $9,039,483.65",             842.8,"              $10,725.03",
Community Charter School of Cambridge (District),04360000,"           $7,331,637.00",             330.1,"              $22,212.37","           $7,331,637.00",             330.1,"              $22,212.37",
Community Day Charter Public School - Gateway (District),04260000,"           $6,050,593.00",             359.7,"              $16,819.35","           $6,050,593.00",             359.7,"              $16,819.35",
Community Day Charter Public School - Prospect (District),04400000,"           $7,002,570.00",             400.0,"              $17,507.74","           $7,002,570.00",             400.0,"              $17,507.74",
Community Day Charter Public School - R. Kingman Webster (District),04310000,"           $5,661,404.00",             359.9,"              $15,730.05","           $5,661,404.00",             359.9,"              $15,730.05",
Concord,00670000,"          $42,226,066.03","           2,102.3","              $20,085.65","          $45,483,159.04","           2,147.5","              $21,179.59",
Concord-Carlisle,06400000,"          $26,498,454.00","           1,253.4","              $21,141.26","          $30,602,986.23","           1,298.2","              $23,573.40",
Conservatory Lab Charter (District),04390000,"           $7,685,558.28",             445.5,"              $17,252.31","           $7,685,558.28",             445.5,"              $17,252.31",
Conway,00680000,"           $2,973,509.34",             134.5,"              $22,107.88","           $3,205,277.21",             144.8,"              $22,135.89",
Danvers,00710000,"          $56,842,292.82","           3,483.9","              $16,315.71","          $62,764,509.82","           3,603.1","              $17,419.59",
Dartmouth,00720000,"          $49,391,329.92","           3,649.3","              $13,534.47","          $53,739,695.96","           3,735.2","              $14,387.37",
Dedham,00730000,"          $52,193,480.74","           2,676.2","              $19,502.83","          $57,564,643.03","           2,764.7","              $20,821.30",
Deerfield,00740000,"           $6,623,279.61",             395.5,"              $16,746.60","           $7,092,073.61",             431.7,"              $16,428.25",
Dennis-Yarmouth,06450000,"          $53,512,638.00","           2,956.0","              $18,103.06","          $61,047,245.00","           3,522.7","              $17,329.67",
Dighton-Rehoboth,06500000,"          $41,193,711.65","           2,913.5","              $14,138.91","          $44,696,172.60","           2,991.4","              $14,941.56",
Douglas,00770000,"          $18,634,706.26","           1,275.7","              $14,607.44","          $21,288,300.28","           1,365.4","              $15,591.26",
Dover,00780000,"           $9,460,738.00",             500.7,"              $18,895.02","          $11,782,061.00",             509.9,"              $23,106.61",
Dover-Sherborn,06550000,"          $24,760,650.66","           1,181.2","              $20,962.28","          $26,008,146.66","           1,214.6","              $21,412.93",
Dracut,00790000,"          $42,836,651.22","           3,661.9","              $11,697.93","          $49,943,922.40","           4,055.8","              $12,314.20",
Dudley Street Neighborhood Charter School (District),04070000,"           $5,401,565.67",             263.7,"              $20,480.96","           $5,401,565.67",             263.7,"              $20,480.96",
Dudley-Charlton Reg,06580000,"          $48,861,493.91","           3,817.9","              $12,798.00","          $52,601,781.70","           3,917.4","              $13,427.73",
Duxbury,00820000,"          $47,803,494.96","           2,999.9","              $15,935.03","          $50,336,078.96","           3,047.4","              $16,517.71",
East Bridgewater,00830000,"          $27,911,962.00","           2,251.7","              $12,395.95","          $30,599,305.00","           2,333.2","              $13,114.74",
East Longmeadow,00870000,"          $39,964,265.31","           2,637.8","              $15,150.60","          $43,866,375.31","           2,727.8","              $16,081.23",
Eastham,00850000,"           $4,699,643.00",             170.1,"              $27,628.71","           $4,784,261.00",             188.4,"              $25,394.17",
Easthampton,00860000,"          $21,330,631.78","           1,566.1","              $13,620.22","          $27,047,635.99","           1,899.5","              $14,239.35",
Easton,00880000,"          $49,710,810.10","           3,621.5","              $13,726.58","          $54,556,305.09","           3,723.6","              $14,651.49",
Edgartown,00890000,"          $10,922,480.82",             382.8,"              $28,533.13","          $12,191,012.82",             460.0,"              $26,502.20",
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,"           $8,821,381.00",             381.2,"              $23,141.80","           $8,821,381.00",             381.2,"              $23,141.80",
Erving,00910000,"           $4,343,292.00",             131.6,"              $33,003.74","           $5,909,542.00",             225.3,"              $26,229.66",
Essex North Shore Agricultural and Technical School District,08170000,"          $27,300,446.72","           1,397.4","              $19,536.60","          $27,723,999.72","           1,404.2","              $19,743.63",
Everett,00930000,"          $98,837,678.00","           7,144.5","              $13,834.09","         $117,989,739.00","           8,031.4","              $14,691.05",
Excel Academy Charter (District),04100000,"          $22,903,282.25","           1,295.4","              $17,680.06","          $22,903,282.25","           1,295.4","              $17,680.06",
Fairhaven,00940000,"          $25,331,875.33","           2,030.9","              $12,473.23","          $27,574,133.41","           2,089.7","              $13,195.26",
Fall River,00950000,"         $154,122,982.00","          10,234.6","              $15,059.01","         $186,558,142.00","          12,256.2","              $15,221.53",
Falmouth,00960000,"          $61,882,873.36","           3,342.4","              $18,514.50","          $66,955,651.36","           3,548.7","              $18,867.66",
Farmington River Reg,06620000,"           $3,350,045.40",             117.6,"              $28,486.78","           $4,740,607.20",             259.0,"              $18,303.50",
Fitchburg,00970000,"          $75,118,416.97","           5,292.8","              $14,192.57","          $90,664,939.21","           6,029.3","              $15,037.39",
Florida,00980000,"           $2,031,636.20",              87.3,"              $23,271.89","           $2,187,028.29",             103.4,"              $21,151.14",
Four Rivers Charter Public (District),04130000,"           $3,927,012.59",             218.6,"              $17,967.66","           $3,927,012.59",             218.6,"              $17,967.66",
Foxborough,00990000,"          $44,593,266.89","           2,571.2","              $17,343.37","          $49,445,943.10","           2,716.1","              $18,204.76",
Foxborough Regional Charter (District),04460000,"          $21,689,547.59","           1,619.3","              $13,394.65","          $21,689,547.59","           1,619.3","              $13,394.65",
Framingham,01000000,"         $162,795,056.00","           8,852.8","              $18,389.10","         $187,711,485.60","           9,602.7","              $19,547.78",
Francis W. Parker Charter Essential (District),04780000,"           $5,986,426.60",             394.6,"              $15,170.10","           $5,986,426.60",             394.6,"              $15,170.10",
Franklin,01010000,"          $74,748,010.83","           5,235.9","              $14,276.06","          $87,057,405.39","           5,677.4","              $15,334.03",
Franklin County Regional Vocational Technical,08180000,"          $12,556,494.00",             474.4,"              $26,468.16","          $12,573,410.00",             476.7,"              $26,375.94",
Freetown-Lakeville,06650000,"          $36,927,571.06","           2,799.9","              $13,188.89","          $40,843,234.72","           2,923.3","              $13,971.62",
Frontier,06700000,"          $11,230,352.46",             655.1,"              $17,142.96","          $13,207,554.09",             751.9,"              $17,565.57",
Gardner,01030000,"          $31,786,923.13","           2,284.8","              $13,912.34","          $35,631,726.89","           2,628.7","              $13,554.89",
Gateway,06720000,"          $15,350,942.79",             840.8,"              $18,257.54","          $16,286,947.96",             943.7,"              $17,258.61",
Georgetown,01050000,"          $20,006,386.46","           1,361.6","              $14,693.29","          $21,927,507.66","           1,402.0","              $15,640.16",
Gill-Montague,06740000,"          $17,726,337.00",             938.3,"              $18,891.97","          $21,146,732.37","           1,275.1","              $16,584.37",
Global Learning Charter Public (District),04960000,"           $7,791,271.30",             502.8,"              $15,494.53","           $7,791,271.30",             502.8,"              $15,494.53",
Gloucester,01070000,"          $49,643,711.05","           2,917.8","              $17,014.09","          $56,556,399.92","           3,285.8","              $17,212.37",
Grafton,01100000,"          $40,497,320.42","           3,168.6","              $12,780.82","          $43,246,446.31","           3,274.3","              $13,207.84",
Granby,01110000,"          $10,273,667.00",             738.1,"              $13,919.07","          $11,798,519.00",             833.8,"              $14,150.30",
Greater Fall River Regional Vocational Technical,08210000,"          $28,843,459.00","           1,438.0","              $20,058.04","          $28,938,366.00","           1,451.2","              $19,940.99",
Greater Lawrence Regional Vocational Technical,08230000,"          $34,005,448.32","           1,535.2","              $22,150.50","          $34,303,942.32","           1,541.2","              $22,257.94",
Greater Lowell Regional Vocational Technical,08280000,"          $46,617,207.94","           2,259.4","              $20,632.56","          $46,835,134.94","           2,297.5","              $20,385.26",
Greater New Bedford Regional Vocational Technical,08250000,"          $42,838,819.39","           2,114.6","              $20,258.59","          $42,861,302.39","           2,117.2","              $20,244.33",
Greenfield,01140000,"          $28,182,612.00","           1,737.0","              $16,224.88","          $34,211,805.00","           2,163.3","              $15,814.64",
Greenfield Commonwealth Virtual District,39010000,"           $5,757,463.87",             579.0,"               $9,943.81","           $5,757,463.87",             579.0,"               $9,943.81",
Groton-Dunstable,06730000,"          $38,089,750.00","           2,404.8","              $15,839.05","          $41,541,212.00","           2,523.3","              $16,463.05",
Hadley,01170000,"           $9,314,766.61",             538.2,"              $17,307.26","          $11,675,308.02",             686.7,"              $17,002.05",
Halifax,01180000,"           $6,813,424.03",             612.2,"              $11,129.41","           $9,490,144.73",             659.2,"              $14,396.46",
Hamilton-Wenham,06750000,"          $31,225,904.02","           1,752.7","              $17,815.89","          $35,139,313.75","           1,807.8","              $19,437.61",
Hampden Charter School of Science East (District),04990000,"           $7,266,584.00",             498.1,"              $14,587.43","           $7,266,584.00",             498.1,"              $14,587.43",
Hampden Charter School of Science West (District),35160000,"           $3,746,216.00",             212.1,"              $17,665.83","           $3,746,216.00",             212.1,"              $17,665.83",
Hampden-Wilbraham,06800000,"          $46,697,894.00","           3,045.0","              $15,335.93","          $49,566,841.00","           3,119.4","              $15,889.86",
Hampshire,06830000,"          $13,268,918.00",             719.0,"              $18,454.68","          $15,158,018.00",             824.1,"              $18,393.42",
Hancock,01210000,"             $950,697.60",              39.5,"              $24,068.29","           $1,690,061.95",              84.9,"              $19,906.50",
Hanover,01220000,"          $37,504,520.86","           2,658.7","              $14,106.34","          $39,905,253.56","           2,723.5","              $14,652.20",
Harvard,01250000,"          $20,469,052.12","           1,072.1","              $19,092.48","          $22,274,410.32","           1,116.1","              $19,957.36",
Hatfield,01270000,"           $5,865,332.00",             441.1,"              $13,297.06","           $7,129,128.00",             508.5,"              $14,019.92",
Haverhill,01280000,"         $108,110,971.00","           8,091.6","              $13,360.89","         $120,748,211.00","           8,728.4","              $13,833.95",
Hawlemont,06850000,"           $2,513,274.49",             151.0,"              $16,644.20","           $2,660,673.94",             177.9,"              $14,956.01",
Helen Y. Davis Leadership Academy Charter Public (District),04190000,"           $4,093,239.00",             188.5,"              $21,720.56","           $4,093,239.00",             188.5,"              $21,720.56",
Hill View Montessori Charter Public (District),04550000,"           $4,084,892.12",             305.3,"              $13,380.37","           $4,084,892.12",             305.3,"              $13,380.37",
Hilltown Cooperative Charter Public (District),04500000,"           $3,608,402.38",             218.3,"              $16,528.04","           $3,608,402.38",             218.3,"              $16,528.04",
Hingham,01310000,"          $59,167,727.00","           4,217.6","              $14,028.77","          $64,025,240.00","           4,295.4","              $14,905.54",
Holbrook,01330000,"          $17,581,123.13","           1,259.7","              $13,956.60","          $21,945,612.23","           1,360.3","              $16,132.92",
Holland,01350000,"           $3,137,662.00",             229.6,"              $13,665.78","           $3,597,628.00",             237.2,"              $15,167.07",
Holliston,01360000,"          $39,155,245.70","           2,887.3","              $13,561.20","          $43,966,433.61","           2,978.3","              $14,762.26",
Holyoke,01370000,"          $92,527,480.44","           5,231.4","              $17,686.94","         $116,410,288.44","           6,589.8","              $17,665.22",
Holyoke Community Charter (District),04530000,"          $11,220,821.10",             702.3,"              $15,977.48","          $11,220,821.10",             702.3,"              $15,977.48",
Hopedale,01380000,"          $16,585,425.00","           1,091.0","              $15,202.04","          $18,430,731.00","           1,166.2","              $15,804.09",
Hopkinton,01390000,"          $54,138,199.91","           3,715.2","              $14,572.08","          $57,235,136.79","           3,793.8","              $15,086.49",
Hudson,01410000,"          $42,656,450.94","           2,571.5","              $16,588.16","          $49,444,852.77","           2,782.3","              $17,771.22",
Hull,01420000,"          $18,907,854.25",             878.3,"              $21,527.79","          $21,786,684.25",             944.6,"              $23,064.46",
Innovation Academy Charter (District),04350000,"          $12,202,345.45",             793.7,"              $15,374.20","          $12,202,345.45",             793.7,"              $15,374.20",
Ipswich,01440000,"          $29,545,742.58","           1,691.8","              $17,464.09","          $31,785,925.58","           1,742.8","              $18,238.42",
KIPP Academy Boston Charter School (District),04630000,"          $10,517,408.17",             592.1,"              $17,764.39","          $10,517,408.17",             592.1,"              $17,764.39",
KIPP Academy Lynn Charter (District),04290000,"          $26,623,282.97","           1,452.2","              $18,332.69","          $26,623,282.97","           1,452.2","              $18,332.69",
King Philip,06900000,"          $29,355,493.54","           2,021.4","              $14,522.36","          $35,822,665.38","           2,112.2","              $16,959.88",
Kingston,01450000,"          $12,965,522.97","           1,050.5","              $12,342.24","          $17,170,278.38","           1,110.2","              $15,465.93",
Lawrence,01490000,"         $214,172,063.56","          13,729.7","              $15,599.18","         $254,357,918.23","          15,803.7","              $16,094.83",
Lawrence Family Development Charter (District),04540000,"          $11,256,770.50",             759.4,"              $14,824.02","          $11,256,770.50",             759.4,"              $14,824.02",
Lee,01500000,"          $13,471,287.18",             706.0,"              $19,081.14","          $14,379,583.42",             818.8,"              $17,561.78",
Leicester,01510000,"          $21,197,210.59","           1,527.4","              $13,877.97","          $24,342,730.25","           1,698.3","              $14,333.59",
Lenox,01520000,"          $15,181,438.92",             752.4,"              $20,177.35","          $15,731,271.68",             792.2,"              $19,857.70",
Leominster,01530000,"          $84,101,497.93","           6,024.1","              $13,960.84","          $95,553,965.93","           6,478.7","              $14,748.94",
Leverett,01540000,"           $2,711,812.18",             136.5,"              $19,866.76","           $2,850,167.18",             145.4,"              $19,602.25",
Lexington,01550000,"         $125,915,692.90","           7,261.4","              $17,340.42","         $137,703,036.07","           7,381.8","              $18,654.40",
Libertas Academy Charter School (District),35140000,"           $3,187,347.00",             167.7,"              $19,005.11","           $3,187,347.00",             167.7,"              $19,005.11",
Lincoln,01570000,"          $27,755,285.65","           1,201.9","              $23,092.84","          $30,089,224.65","           1,242.7","              $24,212.78",
Lincoln-Sudbury,06950000,"          $30,507,081.42","           1,493.6","              $20,425.20","          $35,484,951.63","           1,559.3","              $22,756.98",
Littleton,01580000,"          $24,015,657.06","           1,645.7","              $14,592.97","          $28,698,611.06","           1,783.0","              $16,095.69",
Longmeadow,01590000,"          $43,190,554.01","           2,858.2","              $15,111.10","          $45,745,743.44","           2,920.3","              $15,664.74",
Lowell,01600000,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",
Lowell Community Charter Public (District),04560000,"          $13,322,473.00",             810.3,"              $16,442.22","          $13,322,473.00",             810.3,"              $16,442.22",
Lowell Middlesex Academy Charter (District),04580000,"           $2,035,697.00",              89.7,"              $22,704.63","           $2,035,697.00",              89.7,"              $22,704.63",
Ludlow,01610000,"          $42,970,855.12","           2,562.1","              $16,771.73","          $45,421,275.69","           2,680.3","              $16,946.34",
Lunenburg,01620000,"          $22,407,777.83","           1,654.0","              $13,547.63","          $24,595,105.83","           1,784.4","              $13,783.40",
Lynn,01630000,"         $220,115,576.00","          15,768.2","              $13,959.46","         $259,359,466.00","          17,800.0","              $14,570.76",
Lynnfield,01640000,"          $34,467,564.50","           2,202.4","              $15,650.00","          $36,924,659.50","           2,236.3","              $16,511.50",
MATCH Charter Public School (District),04690000,"          $26,395,315.00","           1,220.3","              $21,630.54","          $26,395,315.00","           1,220.3","              $21,630.54",
Malden,01650000,"          $95,029,562.43","           6,483.6","              $14,656.91","         $115,427,175.64","           7,560.8","              $15,266.53",
Manchester Essex Regional,06980000,"          $25,299,971.38","           1,385.1","              $18,265.81","          $26,717,041.22","           1,418.3","              $18,837.37",
Mansfield,01670000,"          $61,443,850.13","           3,728.3","              $16,480.39","          $66,765,137.06","           3,865.7","              $17,271.16",
Map Academy Charter School (District),35170000,"           $2,175,087.00",             125.7,"              $17,306.55","           $2,175,087.00",             125.7,"              $17,306.55",
Marblehead,01680000,"          $50,569,014.79","           3,057.2","              $16,540.96","          $57,069,202.00","           3,267.6","              $17,465.17",
Marblehead Community Charter Public (District),04640000,"           $3,952,545.75",             227.4,"              $17,385.29","           $3,952,545.75",             227.4,"              $17,385.29",
Marion,01690000,"           $6,931,240.59",             452.2,"              $15,327.82","           $7,568,043.14",             464.7,"              $16,285.87",
Marlborough,01700000,"          $77,478,896.75","           4,728.4","              $16,385.86","          $92,820,538.37","           5,467.8","              $16,975.85",
Marshfield,01710000,"          $55,062,487.88","           4,045.4","              $13,611.14","          $60,496,498.48","           4,148.7","              $14,582.04",
Martha's Vineyard,07000000,"          $20,853,356.00",             618.1,"              $33,737.84","          $22,510,167.00",             658.6,"              $34,178.81",
Martha's Vineyard Charter (District),04660000,"           $5,532,037.00",             178.2,"              $31,047.46","           $5,532,037.00",             178.2,"              $31,047.46",
Martin Luther King Jr. Charter School of Excellence (District),04920000,"           $6,710,398.77",             369.7,"              $18,152.89","           $6,710,398.77",             369.7,"              $18,152.89",
